Index,Name,User_Id,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Rating
5122,Reel Fishing III,10211,PS2,2003,Sports,Natsume,0.18,0.14,0,0.05,0.37,39,7,7.8,19,E
5123,Need for Speed: Hot Pursuit,10240,PC,2010,Racing,Electronic Arts,0.12,0.2,0,0.05,0.37,86,14,6.7,559,E10+
5124,Cabelas Deer Hunt 2005 Season,10299,PS2,2004,Sports,Activision,0.18,0.14,0,0.05,0.37,86,14,8.7,15,T
5125,Monster Jam: Path of Destruction,10259,DS,2010,Racing,Activision,0.34,0,0,0.03,0.37,86,14,8.7,15,E
5126,Rampage: Total Destruction,10281,PS2,2006,Action,Midway Games,0.18,0.14,0,0.05,0.37,51,34,7,15,E10+
5127,Sid Meiers Civilization: Beyond Earth,10277,PC,2014,Strategy,Take-Two Interactive,0.12,0.23,0,0.03,0.37,81,78,5.5,1031,E10+
5128,High Heat Major League Baseball 2003,10295,PS2,2002,Sports,3DO,0.18,0.14,0,0.05,0.37,84,23,7.9,7,E
5129,Trivial Pursuit,10290,X360,2009,Misc,Electronic Arts,0.12,0.21,0,0.04,0.37,66,19,6.4,9,E
5130,Super Formation Soccer 94,10284,SNES,1994,Sports,Human Entertainment,0,0,0.37,0,0.37,66,19,6.4,9,E
5131,Kingdom Under Fire: Circle of Doom,10206,X360,2007,Role-Playing,Microsoft Game Studios,0.18,0.12,0.04,0.03,0.37,55,44,5.9,49,M
5132,Panzer Dragoon,10246,SAT,1995,Shooter,Sega,0,0,0.37,0,0.37,55,44,5.9,49,M
5133,Spider-Man: Friend or Foe,10205,PS2,2007,Action,Activision,0.31,0.01,0,0.05,0.37,62,15,8.3,19,E10+
5134,Yarudora Series Vol.1: Double Cast,10247,PS,1998,Adventure,Sony Computer Entertainment,0,0,0.35,0.02,0.37,62,15,8.3,19,E10+
5135,Rec Room Games,10273,Wii,2009,Sports,Destineer,0.35,0,0,0.03,0.37,62,15,8.3,19,E
5136,EA Sports MMA,10291,PS3,2010,Fighting,Electronic Arts,0.16,0.14,0.01,0.06,0.37,77,47,6.9,38,T
5137,Guitar Hero On Tour: Modern Hits,10228,DS,2009,Misc,Activision,0.13,0.2,0,0.04,0.37,70,30,6.3,7,E10+
5138,Rocket League,10287,XOne,2016,Sports,505 Games,0.09,0.25,0,0.03,0.37,87,22,8.3,199,E
5139,Quake 4,10244,X360,2005,Shooter,Activision,0.32,0.02,0,0.03,0.37,75,52,6.7,80,M
5140,NHL 15,10201,PS3,2014,Sports,Electronic Arts,0.22,0.09,0,0.07,0.37,75,52,1.6,45,E10+
5141,Tiger Woods PGA Tour 14,10202,PS3,2013,Sports,Electronic Arts,0.16,0.14,0,0.07,0.37,74,28,3.8,26,E
5142,Skate,10254,PS3,2007,Sports,Electronic Arts,0.29,0.04,0,0.03,0.37,85,31,8.2,58,T
5143,Cabelas Big Game Hunter 2012,10292,Wii,2011,Sports,Activision,0.33,0.02,0,0.02,0.37,85,31,8.2,58,T
5144,Turok: Rage Wars,10259,N64,1999,Shooter,Acclaim Entertainment,0.3,0.06,0,0,0.37,85,31,8.2,58,T
5145,Scooby-Doo! Classic Creep Capers,10295,N64,2000,Action,THQ,0.3,0.06,0,0,0.37,85,31,8.2,58,T
5146,Fushigi no Dungeon: Furai no Shiren 2 - Oni Shuurai! Shiren Shiro!,10240,N64,2000,Role-Playing,ChunSoft,0,0,0.32,0.05,0.37,85,31,8.2,58,T
5147,Rage,10242,PC,2011,Shooter,Bethesda Softworks,0.14,0.18,0,0.06,0.37,79,32,5.2,1621,M
5148,Dragonfire,10246,2600,1981,Action,Imagic,0.35,0.02,0,0,0.37,79,32,5.2,1621,M
5149,Custom Robo,10215,GC,2004,Role-Playing,Nintendo,0.29,0.07,0,0.01,0.37,65,31,8.1,27,T
5150,Prince of Persia: The Forgotten Sands,10243,PSP,2010,Action,Ubisoft,0.09,0.18,0.01,0.1,0.37,65,10,7.4,14,T
5151,DiRT 2,10294,Wii,2009,Racing,Codemasters,0.1,0.22,0,0.04,0.37,51,10,5.5,22,E10+
5152,Tomb Raider: Legend,10285,X360,2006,Action,Eidos Interactive,0.27,0.07,0.01,0.03,0.37,80,54,7.3,84,T
5153,Pac-Man World 2,10288,GC,2002,Action,Nintendo,0.28,0.07,0,0.01,0.37,74,18,8.3,19,E
5154,Kotoba no Puzzle: Mojipittan DS,10253,DS,2007,Puzzle,Namco Bandai Games,0,0,0.37,0,0.37,74,18,8.3,19,E
5155,Fossil Fighters: Frontier,10219,3DS,2014,Role-Playing,Nintendo,0.09,0.04,0.23,0.01,0.37,57,25,4.8,19,E10+
5156,The BIGS,10224,Wii,2007,Sports,Take-Two Interactive,0.34,0,0,0.03,0.37,66,15,7.1,14,E
5157,Imagine: Salon Stylist,10243,DS,2009,Simulation,Ubisoft,0.23,0.1,0,0.03,0.37,66,15,7.1,14,E
5158,Barbie Horse Adventures: Blue Ribbon Race,10291,GBA,2003,Sports,Knowledge Adventure,0.26,0.1,0,0.01,0.37,66,15,7.1,14,E
5159,The Legend of Spyro: A New Beginning,10286,DS,2006,Platform,Vivendi Games,0.33,0.01,0,0.03,0.37,68,10,6.8,8,E
5160,Juiced 2: Hot Import Nights,10263,PSP,2007,Racing,THQ,0.06,0.2,0,0.11,0.37,73,6,7.8,11,T
5161,Slime MoriMori Dragon Quest: Shougeki No Shippo Dan,10278,GBA,2003,Adventure,Square Enix,0,0,0.36,0.01,0.37,73,6,7.8,11,T
5162,Dungeon Siege III,10252,X360,2011,Role-Playing,Square Enix,0.21,0.12,0.01,0.03,0.37,72,55,5.9,102,T
5163,Hells Kitchen: The Game,10280,DS,2008,Simulation,Ubisoft,0.34,0,0,0.03,0.37,72,55,5.9,102,T
5164,NFL Street 2 Unleashed,10245,PSP,2005,Sports,Electronic Arts,0.34,0,0,0.03,0.37,73,23,7.4,14,E
5165,Super Robot Taisen EX,10237,SNES,1994,Strategy,Banpresto,0,0,0.37,0,0.37,73,23,7.4,14,E
5166,FIFA Street 2,10285,PS2,2006,Sports,Electronic Arts,0.17,0.13,0.02,0.04,0.37,59,27,7.7,42,E
5167,Virtua Tennis 2009,10222,Wii,2009,Sports,Sega,0.12,0.21,0,0.04,0.37,73,33,7.7,21,E
5168,Overlord: Dark Legend,10210,Wii,2009,Action,Codemasters,0.11,0.22,0,0.04,0.37,68,30,7.9,15,T
5169,Bottom of the 9th,10241,N64,1999,Sports,Konami Digital Entertainment,0.37,0,0,0,0.37,68,30,7.9,15,T
5170,The Legend of Spyro: The Eternal Night,10214,DS,2007,Platform,Vivendi Games,0.32,0.02,0,0.03,0.37,56,4,2.7,6,E
5171,Medieval II: Total War Gold Edition,10228,PC,2008,Strategy,Sega,0,0.34,0,0.03,0.37,56,4,8,9,T
5172,Harry Potter and the Order of the Phoenix,10205,PSP,2007,Action,Electronic Arts,0.1,0.17,0,0.1,0.37,52,11,7.6,20,E10+
5173,Wanted: Weapons of Fate,10250,X360,2009,Shooter,Warner Bros. Interactive Entertainment,0.17,0.15,0,0.04,0.37,62,61,7.5,26,M
5174,Shin Megami Tensei II,10211,SNES,1994,Role-Playing,Atlus,0,0,0.37,0,0.37,62,61,7.5,26,M
5175,Batman: Return to Arkham,10224,PS4,2016,Action,Warner Bros. Interactive Entertainment,0.09,0.22,0,0.06,0.37,73,28,8.5,84,T
5176,Xenosaga Episode III: Also sprach Zarathustra,10288,PS2,2006,Role-Playing,Namco Bandai Games,0.09,0.07,0.18,0.02,0.37,81,34,9,59,T
5177,Rune Factory: Frontier,10294,Wii,2008,Role-Playing,Rising Star Games,0.16,0.13,0.04,0.03,0.37,79,34,8.5,39,E10+
5178,Virtua Fighter 3t,10203,DC,1998,Fighting,Sega,0,0,0.37,0,0.37,79,34,8.5,39,E10+
5179,Scribblenauts: Unlimited,10226,WiiU,2012,Action,Warner Bros. Interactive Entertainment,0.25,0.09,0,0.03,0.37,73,42,7.4,109,E10+
5180,Mini Ninjas,10294,Wii,2009,Action,Eidos Interactive,0.16,0.16,0,0.04,0.37,79,9,8.1,13,E10+
5181,Naruto Shippuden: Ninja Destiny 2,10241,DS,2008,Fighting,Takara Tomy,0.19,0.02,0.13,0.02,0.37,55,12,5.7,11,T
5182,Mini-Yonku GB: Lets & Go!!,10228,G,1997,Strategy,ASCII Entertainment,0,0,0.37,0,0.37,55,12,5.7,11,T
5183,Marvel: Ultimate Alliance,10242,PSP,2006,Role-Playing,Activision,0.33,0,0,0.03,0.37,81,19,7.5,14,T
5184,The House of the Dead: Overkill - Extended Cut,10262,PS3,2011,Shooter,Sega,0.15,0.16,0,0.06,0.37,81,19,7.5,14,T
5185,NCAA Football 07,10295,PSP,2006,Sports,Electronic Arts,0.34,0,0,0.03,0.37,75,16,7.9,11,E
5186,The Sims 2: Castaway,10259,PS2,2007,Simulation,Electronic Arts,0.3,0.01,0,0.05,0.37,71,17,8,15,T
5187,Destiny: The Collection,10289,PS4,2016,Shooter,Activision,0.1,0.2,0.01,0.06,0.37,71,17,8.3,10,T
5188,Batman: Arkham City,10267,WiiU,2012,Action,Warner Bros. Interactive Entertainment,0.16,0.18,0,0.03,0.36,71,17,8.3,10,T
5189,Fragile Dreams: Farewell Ruins of the Moon,10213,Wii,2009,Role-Playing,Rising Star Games,0.16,0.12,0.06,0.03,0.36,67,41,8.3,63,T
5190,Farming Simulator 2015,10236,X360,2015,Simulation,Koch Media,0.22,0.11,0,0.03,0.36,67,41,8.3,63,T
5191,NBA Live 2003,10206,X,2002,Sports,Electronic Arts,0.31,0.04,0,0.01,0.36,82,17,8.8,6,E
5192,Need for Speed: The Run,10275,PC,2011,Action,Electronic Arts,0.09,0.21,0,0.07,0.36,69,18,5.8,339,T
5193,Sniper Elite 3,10228,XOne,2014,Shooter,505 Games,0.22,0.11,0,0.03,0.36,63,12,6.6,68,M
5194,GoldenEye: Rogue Agent,10282,GC,2004,Shooter,Electronic Arts,0.28,0.07,0,0.01,0.36,60,35,6.7,14,T
5195,Zero4 Champ RR,10263,SNES,1994,Sports,Media Rings,0,0,0.36,0,0.36,60,35,6.7,14,T
5196,Elite Beat Agents,10299,DS,2006,Misc,Nintendo,0.3,0.03,0,0.03,0.36,87,51,8.6,104,E10+
5197,Dragon Ball Z: Infinite World,10245,PS2,2008,Fighting,Namco Bandai Games,0.08,0.06,0.21,0.02,0.36,48,17,7.9,37,T
5198,Middle-Earth: Shadow of Mordor,10222,PC,2014,Action,Warner Bros. Interactive Entertainment,0.13,0.21,0,0.03,0.36,84,17,8,1675,M
5199,Nonomura Byoin no Hitobito,10247,SAT,1996,Adventure,Elf,0,0,0.36,0,0.36,84,17,8,1675,M
5200,ESPN X Games Skateboarding,10290,PS2,2001,Sports,Konami Digital Entertainment,0.18,0.14,0,0.05,0.36,58,15,7.8,14,E
5201,Castlevania: Order of Ecclesia,10261,DS,2008,Platform,Konami Digital Entertainment,0.27,0.02,0.04,0.03,0.36,85,46,8.7,111,T
5202,ZhuZhu Pets: Featuring The Wild Bunch,10299,Wii,2010,Simulation,Activision,0.3,0.03,0,0.03,0.36,85,46,8.7,111,E
5203,Build-A-Bear Workshop: A Friend Fur All Seasons,10204,Wii,2008,Simulation,Game Factory,0.33,0,0,0.03,0.36,85,46,8.7,111,E
5204,Dreamworks Madagascar Kartz,10243,DS,2009,Racing,Activision,0.25,0.08,0,0.03,0.36,85,46,8.7,111,E
5205,Left 4 Dead 2,10217,PC,2009,Shooter,Valve Software,0,0.32,0,0.04,0.36,89,55,8.5,2546,M
5206,Green Day: Rock Band,10279,Wii,2010,Misc,MTV Games,0.22,0.11,0,0.03,0.36,76,12,8.8,11,T
5207,"Nine Hours, Nine Persons, Nine Doors",10201,DS,2009,Adventure,ChunSoft,0.31,0,0.03,0.02,0.36,76,12,8.8,11,T
5208,SAW,10290,PS3,2009,Action,Konami Digital Entertainment,0.13,0.17,0,0.06,0.36,59,41,6.4,28,M
5209,Super Fire ProWrestling Special,10282,SNES,1994,Fighting,Human Entertainment,0,0,0.36,0,0.36,59,41,6.4,28,M
5210,Yuu Yuu Hakusho,10273,SNES,1993,Fighting,Namco Bandai Games,0,0,0.36,0,0.36,59,41,6.4,28,M
5211,Tom Clancys HAWX 2,10274,X360,2010,Action,Ubisoft,0.24,0.09,0.01,0.03,0.36,68,57,6.3,29,T
5212,Kamaitachi no Yoru 2,10233,PS2,2002,Adventure,ChunSoft,0,0,0.36,0,0.36,68,57,6.3,29,T
5213,High Heat Major League Baseball 2004,10202,PS2,2003,Sports,3DO,0.18,0.14,0,0.05,0.36,83,17,8.1,12,E
5214,Robots,10224,PS2,2005,Action,Vivendi Games,0.18,0.14,0,0.05,0.36,53,6,6,8,E
5215,NARC,10256,PS2,2005,Shooter,Midway Games,0.18,0.14,0,0.05,0.36,50,24,7,21,M
5216,One Piece: Gigant Battle!,10211,DS,2010,Fighting,Namco Bandai Games,0,0,0.36,0,0.36,50,24,7,21,M
5217,Dragon Ball Z: Attack of the Saiyans,10246,DS,2009,Role-Playing,Namco Bandai Games,0.12,0.02,0.21,0.01,0.36,73,21,7.9,24,E10+
5218,Bionic Commando,10220,PS3,2009,Platform,Capcom,0.12,0.17,0.01,0.06,0.36,71,48,7.4,62,M
5219,My Horse & Me,10283,DS,2007,Sports,Atari,0.33,0,0,0.03,0.36,71,48,7.4,62,M
5220,Destiny: The Taken King,10225,X360,2015,Shooter,Activision,0.25,0.08,0,0.03,0.36,71,48,4.4,59,T
5221,Monster Rancher 3,10294,PS2,2001,Simulation,Tecmo Koei,0.11,0.09,0.14,0.03,0.36,77,13,8.5,23,E
5222,The Incredibles: Rise of the Underminer,10274,PS2,2005,Action,THQ,0.18,0.14,0,0.05,0.36,60,12,7.1,8,E10+
5223,MechWarrior 2: 31st Century Combat,10221,PS,1997,Simulation,Activision,0.2,0.14,0,0.02,0.36,60,12,7.1,8,E10+
5224,Hamtaro: Ham-Ham Heartbreak,10233,GBA,2002,Action,Nintendo,0.26,0.1,0,0.01,0.36,72,7,8.8,19,E
5225,Okage: Shadow King,10283,PS2,2001,Role-Playing,Sony Computer Entertainment,0.14,0.11,0.08,0.04,0.36,70,23,8.5,14,T
5226,Mobile Suit Z-Gundam,10263,PS,1997,Action,Namco Bandai Games,0,0,0.34,0.02,0.36,70,23,8.5,14,T
5227,Cubix Robots for Everyone: Clash n Bash,10273,GBA,2002,Action,3DO,0.26,0.1,0,0.01,0.36,70,23,8.5,14,T
5228,BlazBlue: Calamity Trigger,10229,X360,2009,Fighting,PQube,0.21,0.08,0.04,0.03,0.36,86,51,8.5,70,T
5229,Kirbys Dream Land 3,10208,SNES,1997,Platform,Nintendo,0,0,0.36,0,0.36,86,51,8.5,70,T
5230,Big Bass World Championship,10201,PS,1997,Sports,Starfish,0.2,0.14,0,0.02,0.36,86,51,8.5,70,T
5231,NFL GameDay 2001,10227,PS2,2000,Sports,Sony Computer Entertainment,0.18,0.14,0,0.05,0.36,51,16,8.5,70,E
5232,NBA 2K6,10245,X,2005,Action,Take-Two Interactive,0.27,0.08,0,0.01,0.36,84,27,8.7,15,E
5233,Marvel Super Hero Squad,10259,Wii,2009,Fighting,THQ,0.3,0.03,0,0.03,0.36,49,16,6.2,14,E10+
5234,Tetrisphere,10290,N64,1997,Puzzle,Nintendo,0.29,0.06,0,0,0.36,49,16,6.2,14,E10+
5235,Mystical Ninja starring Goemon,10211,N64,1997,Action,Konami Digital Entertainment,0.07,0.02,0.23,0.04,0.36,49,16,6.2,14,E10+
5236,Jurassic Park,10300,NES,1993,Action,Ocean,0.25,0.1,0,0.01,0.36,49,16,6.2,14,E10+
5237,Sabans Power Rangers: Lightspeed Rescue,10287,N64,2000,Action,THQ,0.29,0.06,0,0,0.36,49,16,6.2,14,E10+
5238,The Chronicles of Narnia: Prince Caspian,10295,Wii,2008,Action,Disney Interactive Studios,0.31,0.02,0,0.03,0.36,63,5,7.1,12,T
5239,Farming Simulator 2015,10210,PS4,2015,Simulation,Koch Media,0.1,0.2,0,0.06,0.36,63,5,7.1,12,T
5240,Worlds Scariest Police Chases,10266,PS,2001,Racing,Activision,0.2,0.14,0,0.02,0.36,54,16,6.6,5,T
5241,Shaun Palmers Pro Snowboarder,10205,GBA,2001,Sports,Activision,0.26,0.1,0,0.01,0.36,58,7,6.6,5,E
5242,North American Hunting Extravaganza,10300,Wii,2008,Sports,Zushi Games,0.33,0,0,0.03,0.36,58,7,6.6,5,T
5243,MechAssault 2: Lone Wolf,10257,X,2004,Simulation,Microsoft Game Studios,0.27,0.08,0,0.01,0.36,81,66,7.5,23,T
5244,Valkyrie Profile: Lenneth,10234,PSP,2006,Role-Playing,Square Enix,0.17,0.01,0.16,0.02,0.36,80,39,8.4,59,T
5245,Hamster Club 3,10297,GBA,2002,Simulation,Jorudan,0,0,0.35,0.01,0.36,80,39,8.4,59,T
5246,Breath of Fire II,10219,SNES,1994,Role-Playing,Laguna,0,0,0.36,0,0.36,80,39,8.4,59,T
5247,WWE 2K17,10209,XOne,2016,Sports,Take-Two Interactive,0.17,0.16,0,0.03,0.36,68,12,5.6,29,T
5248,LEGO Racers,10202,PS,1999,Racing,LEGO Media,0.2,0.14,0,0.02,0.36,68,12,5.6,29,T
5249,ESPN NFL Football,10279,X,2003,Sports,Sega,0.27,0.08,0,0.01,0.36,91,25,8.9,45,E
5250,Naruto: Ultimate Ninja 3 (JP sales),10233,PS2,2005,Fighting,Atari,0,0,0.36,0,0.36,91,25,8.9,45,E
5251,Rapala Pro Fishing,10279,PS2,2004,Sports,Zoo Digital Publishing,0.18,0.14,0,0.05,0.36,59,6,8.7,32,E
5252,ATV/Monster Truck Mayhem,10290,DS,2007,Racing,"Destination Software, Inc",0.33,0,0,0.02,0.36,59,6,8.7,32,E
5253,J-League Pro Soccer Club o Tsukurou 04,10298,PS2,2004,Sports,Sega,0,0,0.36,0,0.36,59,6,8.7,32,E
5254,Spider-Man: Shattered Dimensions,10210,X360,2010,Action,Activision,0.24,0.08,0,0.03,0.36,76,68,7.6,98,T
5255,TMNT,10205,Wii,2007,Action,Ubisoft,0.3,0.03,0,0.03,0.36,60,17,5.9,11,E10+
5256,Dai-2-Ji Super Robot Taisen Z Saisei-hen,10211,PSP,2012,Strategy,Namco Bandai Games,0,0,0.36,0,0.36,60,17,5.9,11,E10+
5257,Disney's The Haunted Mansion,10213,PS2,2003,Platform,Take-Two Interactive,0.18,0.14,0,0.05,0.36,60,17,5.9,11,E10+
5258,Arc the Lad: Twilight of the Spirits,10297,PS2,2003,Role-Playing,Sony Computer Entertainment,0.18,0.14,0,0.05,0.36,72,39,8.2,33,T
5259,Dance Dance Revolution 3rdMix,10287,PS,2000,Simulation,Konami Digital Entertainment,0,0,0.33,0.02,0.36,72,39,8.2,33,T
5260,Ryu Ga Gotoku Kenzan!,10285,PS3,2008,Adventure,Sega,0,0,0.36,0,0.36,72,39,8.2,33,T
5261,Super Robot Taisen A,10274,GBA,2001,Strategy,Banpresto,0,0,0.35,0.01,0.36,72,39,8.2,33,T
5262,Tiger Woods PGA Tour 09,10210,PSP,2008,Sports,Electronic Arts,0.07,0.18,0,0.1,0.36,53,4,5.5,6,E
5263,Dragons Crown,10205,PSV,2013,Role-Playing,Nippon Ichi Software,0.14,0.05,0.12,0.05,0.36,78,15,8.4,198,T
5264,Wipeout 2048,10278,PSV,2012,Racing,Sony Computer Entertainment,0.13,0.17,0,0.05,0.36,79,63,8.2,192,E10+
5265,Boxers Road,10215,PS,1995,Fighting,New,0,0,0.33,0.02,0.36,79,63,8.2,192,E10+
5266,Frogs And Flies,10233,2600,1981,Action,Mattel Interactive,0.33,0.02,0,0,0.36,79,63,8.2,192,E10+
5267,Harry Potter and the Chamber of Secrets,10212,X,2002,Action,Electronic Arts,0.27,0.08,0,0.01,0.36,77,13,7.2,12,E
5268,Toriko: Gourmet Survival!,10267,PSP,2011,Role-Playing,Namco Bandai Games,0,0,0.36,0,0.36,77,13,7.2,12,E
5269,South Park Rally,10217,PS,1998,Racing,Acclaim Entertainment,0.2,0.13,0,0.02,0.36,77,13,7.2,12,E
5270,Ganbare Goemon 3: Shishi Jyuurokubei no Karakuri Manji Katame,10203,SNES,1994,Platform,Konami Digital Entertainment,0,0,0.36,0,0.36,77,13,7.2,12,E
5271,Arctic Thunder,10241,PS2,2001,Racing,Midway Games,0.17,0.14,0,0.05,0.36,45,23,5.3,10,T
5272,NHL 2K10,10207,PS2,2009,Sports,Take-Two Interactive,0.17,0.14,0,0.05,0.36,45,23,8.5,4,E10+
5273,ESPN: Sports Connection,10273,WiiU,2012,Sports,Ubisoft,0.2,0.12,0,0.03,0.36,31,13,2.7,18,E
5274,J-League Pro Soccer Club o Tsukurou!,10292,DC,1999,Sports,Sega,0,0,0.36,0,0.36,31,13,2.7,18,E
5275,Digging for Dinosaurs,10266,DS,2010,Action,Scholastic Inc.,0.33,0,0,0.02,0.36,31,13,2.7,18,E
5276,Battleborn,10201,PS4,2016,Shooter,Take-Two Interactive,0.19,0.09,0.02,0.06,0.36,68,55,6.8,405,T
5277,Formula 1 Championship Edition,10286,PS,1997,Racing,Psygnosis,0.06,0.04,0.23,0.02,0.36,68,55,6.8,405,T
5278,Thief (2014),10281,PS3,2014,Action,Square Enix,0.1,0.17,0.02,0.05,0.36,68,55,6.8,405,T
5279,Shrek,10261,X,2001,Platform,TDK Mediactive,0.25,0.1,0,0.01,0.36,49,19,5.4,9,T
5280,Blasto,10288,PS,1998,Action,Sony Computer Entertainment,0.2,0.13,0,0.02,0.35,49,19,5.4,9,T
5281,Wonder Pets! Save the Animals!,10225,DS,2008,Adventure,Take-Two Interactive,0.33,0,0,0.02,0.35,49,19,5.4,9,T
5282,Backyard Baseball 2006,10271,GBA,2005,Sports,Atari,0.25,0.09,0,0.01,0.35,49,19,5.4,9,T
5283,Trauma Center: Under the Knife,10218,DS,2005,Simulation,Nintendo,0.3,0.01,0.02,0.03,0.35,81,45,8.7,45,T
5284,Cabelas Outdoor Adventures (2006),10222,PS2,2005,Sports,Zoo Digital Publishing,0.17,0.14,0,0.05,0.35,81,45,8.9,17,T
5285,Earth Defense Force 2025,10224,PS3,2013,Shooter,D3Publisher,0.04,0.02,0.27,0.01,0.35,69,28,7.5,52,M
5286,Press Your Luck 2010 Edition,10244,Wii,2009,Misc,Ubisoft,0.33,0,0,0.03,0.35,69,28,7.5,52,E
5287,Nicktoons: Unite!,10215,GC,2005,Adventure,THQ,0.27,0.07,0,0.01,0.35,69,28,7.5,52,E
5288,Sentouchu: Densetsu no Shinobi to Survival Battle!,10209,3DS,2013,Action,Namco Bandai Games,0,0,0.35,0,0.35,69,28,7.5,52,E
5289,Suikoden V,10282,PS2,2006,Role-Playing,Konami Digital Entertainment,0.08,0.06,0.19,0.02,0.35,76,43,7.6,109,T
5290,Picross 2,10213,G,1996,Puzzle,Nintendo,0,0,0.35,0,0.35,76,43,7.6,109,T
5291,SOCOM: Tactical Strike,10247,PSP,2007,Shooter,Sony Computer Entertainment,0.32,0.01,0,0.03,0.35,76,43,7.6,109,T
5292,Pac-Man All-Stars,10240,PS3,2011,Fighting,Namco Bandai Games,0.21,0.07,0.04,0.04,0.35,76,43,7.6,109,T
5293,U-Sing,10208,Wii,2009,Misc,Mindscape,0,0.32,0,0.03,0.35,76,43,7.6,109,T
5294,Tiger Woods PGA Tour 14,10292,X360,2013,Sports,Electronic Arts,0.21,0.12,0,0.03,0.35,77,28,6.2,26,E
5295,Outlaw Golf 2,10215,PS2,2004,Sports,Global Star,0.17,0.14,0,0.05,0.35,63,20,6.2,26,M
5296,Momotarou Dentetsu 12,10206,PS2,2003,Misc,Hudson Soft,0,0,0.35,0,0.35,63,20,6.2,26,M
5297,LocoRoco 2,10203,PSP,2008,Platform,Sony Computer Entertainment,0.21,0.09,0.01,0.04,0.35,85,55,8.4,44,E
5298,Football Manager Handheld 2010,10294,PSP,2009,Sports,Sega,0,0.26,0,0.09,0.35,69,10,6.9,7,E
5299,FIFA Soccer 13,10267,PSP,2012,Action,Electronic Arts,0.06,0.18,0.02,0.09,0.35,69,10,3.2,19,E
5300,Disney's Tarzan: Return to the Jungle,10267,GBA,2002,Action,Activision,0.25,0.09,0,0.01,0.35,68,8,3.2,19,E
5301,Batman: Rise of Sin Tzu,10257,PS2,2003,Action,Ubisoft,0.17,0.13,0,0.05,0.35,63,21,8.3,14,T
5302,Cabelas Dangerous Hunts,10218,X,2003,Sports,Zoo Digital Publishing,0.26,0.08,0,0.01,0.35,63,21,9.1,22,T
5303,Kinectimals: Now with Bears!,10226,X360,2011,Misc,Microsoft Game Studios,0.27,0.06,0,0.03,0.35,63,21,9.1,22,T
5304,Worms: Open Warfare 2,10254,DS,2007,Strategy,THQ,0.07,0.24,0,0.04,0.35,81,25,9.1,22,E10+
5305,AMF Bowling World Lanes,10206,Wii,2008,Sports,Bethesda Softworks,0.33,0,0,0.03,0.35,81,25,1.1,10,E
5306,G-Force,10234,PSP,2009,Action,Electronic Arts,0.24,0.06,0,0.05,0.35,81,25,8.8,4,E10+
5307,Jikkyou Powerful Pro Yakyuu 13,10236,PS2,2006,Sports,Konami Digital Entertainment,0,0,0.35,0,0.35,81,25,8.8,4,E10+
5308,Dark Void,10292,PS3,2010,Action,Capcom,0.18,0.12,0,0.05,0.35,59,50,6,36,T
5309,Guitar Hero: Smash Hits,10275,PS3,2009,Misc,Activision,0.2,0.11,0,0.05,0.35,73,34,7.2,9,T
5310,Mega Man X3,10265,SNES,1995,Action,Laguna,0.04,0.01,0.3,0,0.35,73,34,7.2,9,T
5311,Stunt Race FX,10234,SNES,1993,Racing,Nintendo,0,0,0.35,0,0.35,73,34,7.2,9,T
5312,NHL 2K10,10300,Wii,2009,Sports,Take-Two Interactive,0.32,0.01,0,0.03,0.35,79,8,6.8,16,E10+
5313,Bloody Roar 3,10256,PS2,2001,Fighting,Virgin Interactive,0.15,0.11,0.05,0.04,0.35,71,20,8.6,34,T
5314,WWE Crush Hour,10253,PS2,2003,Racing,THQ,0.17,0.13,0,0.04,0.35,56,13,5.3,8,T
5315,Persona 2: Eternal Punishment,10291,PS,2000,Role-Playing,Atlus,0.03,0.02,0.28,0.02,0.35,83,11,8.4,25,T
5316,Assassins Creed III,10280,WiiU,2012,Action,Ubisoft,0.19,0.13,0,0.03,0.35,85,26,7.2,217,M
5317,Star Wars: Flight of the Falcon,10288,GBA,2003,Action,THQ,0.25,0.09,0,0.01,0.35,39,13,5.8,11,E
5318,One Piece: Gigant Battle 2 Shin Sekai,10276,DS,2011,Fighting,Namco Bandai Games,0,0,0.35,0,0.35,39,13,5.8,11,E
5319,Toukiden: The Age of Demons,10268,PSV,2013,Action,Tecmo Koei,0.04,0.04,0.25,0.02,0.35,71,44,8,136,T
5320,Teenage Mutant Ninja Turtles: Smash-Up,10250,Wii,2009,Fighting,Ubisoft,0.33,0,0,0.03,0.35,67,34,8.2,21,E10+
5321,Metro: Last Light,10298,X360,2013,Action,Deep Silver,0.17,0.15,0,0.03,0.35,80,20,8.4,442,E10+
5322,Dragon Ball Z: Budokai Tenkaichi 2 (JP sales),10288,Wii,2006,Fighting,Atari,0.15,0.05,0.14,0.01,0.35,80,20,8.4,442,E10+
5323,Jikkyou Powerful Pro Yakyuu 2000,10256,N64,2000,Sports,Konami Digital Entertainment,0,0,0.29,0.06,0.35,80,20,8.4,442,E10+
5324,Command & Conquer: Red Alert 3 Ultimate Edition,10298,PS3,2009,Strategy,Electronic Arts,0.14,0.16,0,0.06,0.35,80,20,8.4,442,E10+
5325,Resident Evil: Dead Aim,10242,PS2,2003,Action,Capcom,0.17,0.13,0,0.04,0.35,65,28,6.7,49,M
